Employee ID,age group,Age,Gender,year band,Years at Company,job role,salary band,Monthly Income,Work-Life Balance,Job Satisfaction,Performance Rating,Number of Promotions,Overtime,Distance from Home,Education Level,Marital Status,Number of Dependents,Job Level,Company Size,Company Tenure,Remote Work,Leadership Opportunities,Innovation Opportunities,Company Reputation,Employee Recognition,Attrition,,,KPIS
29314,55+,56,Female,10+  years,47,Media,medium,6175,Fair,Low,Low,0,No,64,Master’s Degree,Married,0,Entry,Medium,124,No,No,No,Good,High,Left,,,
27301,25-34,27,Male,10+  years,15,Media,medium,6504,Excellent,High,High,0,No,51,High School,Single,0,Mid,Medium,79,No,No,No,Good,High,Left,,,
69887,25-34,32,Male,0-2 years,1,Education,medium,4428,Excellent,Very High,Average,2,Yes,37,Associate Degree,Divorced,0,Entry,Medium,11,No,No,No,Good,Low,Stayed,,,
37798,35-44,41,Male,10+  years,33,Media,medium,5747,Good,Very High,Average,2,No,77,Associate Degree,Married,4,Entry,Large,48,No,No,No,Poor,Very High,Left,,,
32245,35-44,35,Female,10+  years,26,Education,medium,4798,Poor,High,Average,0,No,50,Associate Degree,Single,1,Mid,Medium,85,No,No,No,Excellent,Medium,Left,,,
14609,55+,47,Male,10+  years,35,Finance,high,8830,Fair,High,Average,1,No,32,High School,Divorced,3,Mid,Large,81,No,No,No,Good,Low,Left,,,
53055,35-44,42,Male,10+  years,24,Technology,high,7619,Fair,High,High,0,No,18,Associate Degree,Married,1,Entry,Large,70,No,No,No,Good,Low,Stayed,,,
48503,25-34,34,Male,0-2 years,1,Media,medium,6300,Fair,Medium,Below Average,0,No,53,Bachelor’s Degree,Married,0,Senior,Medium,38,Yes,No,No,Fair,High,Stayed,,,
71468,25-34,33,Male,10+  years,20,Finance,high,7463,Excellent,Very High,Average,0,No,44,Master’s Degree,Single,3,Mid,Small,26,No,No,Yes,Good,Medium,Left,,,
55054,55+,49,Male,10+  years,21,Finance,high,8918,Good,Very High,Average,2,No,55,Associate Degree,Married,1,Mid,Medium,22,No,No,No,Good,Medium,Stayed,,,
22022,18-24,20,Male,3-5 years,3,Finance,high,8454,Fair,Low,Average,0,No,7,Bachelor’s Degree,Married,2,Senior,Medium,4,No,No,No,Poor,Low,Stayed,,,
51652,55+,52,Female,10+  years,42,Media,medium,5698,Fair,High,Average,0,No,30,Bachelor’s Degree,Divorced,0,Mid,Small,80,No,No,No,Fair,Medium,Stayed,,,
47080,25-34,29,Female,6-10 years,10,Healthcare,high,8887,Excellent,Medium,Below Average,1,Yes,11,Associate Degree,Single,2,Mid,Medium,20,No,No,Yes,Fair,Medium,Left,,,
39304,25-34,28,Female,10+  years,17,Education,medium,4504,Fair,High,Average,1,No,94,High School,Married,5,Senior,Large,40,No,No,No,Fair,Medium,Left,,,
4781,25-34,25,Female,3-5 years,3,Finance,high,8646,Poor,Very High,Average,1,Yes,61,Associate Degree,Married,5,Mid,Small,63,No,No,No,Poor,High,Left,,,
7340,55+,48,Male,10+  years,36,Technology,high,11910,Good,High,Below Average,0,Yes,91,High School,Married,1,Mid,Medium,55,No,No,No,Good,Low,Left,,,
48611,55+,46,Female,10+  years,17,Media,medium,6105,Good,Very High,High,0,No,71,Bachelor’s Degree,Single,3,Entry,Medium,46,No,No,No,Good,Low,Left,,,
18029,18-24,24,Female,6-10 years,7,Healthcare,high,7703,Excellent,High,High,2,No,74,Master’s Degree,Divorced,1,Entry,Small,19,No,No,No,Good,Low,Stayed,,,
1411,18-24,22,Female,6-10 years,6,Media,medium,6941,Good,Very High,Average,1,No,4,Master’s Degree,Married,0,Senior,Large,73,No,No,No,Fair,Medium,Stayed,,,
10987,35-44,42,Female,10+  years,13,Media,medium,6523,Fair,High,High,1,No,27,Master’s Degree,Divorced,2,Entry,Small,20,Yes,No,No,Good,Low,Stayed,,,
68408,55+,55,Female,10+  years,24,Healthcare,high,9954,Good,High,Average,0,Yes,65,High School,Married,0,Mid,Medium,26,No,No,No,Good,High,Stayed,,,
4188,25-34,33,Male,10+  years,25,Healthcare,high,8626,Poor,Medium,Below Average,2,No,71,Bachelor’s Degree,Married,1,Mid,Medium,28,No,Yes,No,Fair,Low,Left,,,
37029,18-24,20,Male,3-5 years,5,Education,medium,3939,Excellent,High,Average,1,Yes,90,Bachelor’s Degree,Single,1,Senior,Medium,48,No,No,No,Good,Medium,Left,,,
33017,18-24,18,Male,6-10 years,9,Media,medium,5143,Good,Low,Average,0,No,47,Associate Degree,Married,0,Mid,Medium,22,No,No,No,Fair,Medium,Stayed,,,
7983,35-44,36,Male,10+  years,25,Healthcare,high,8523,Good,Very High,Average,1,No,4,PhD,Divorced,2,Entry,Medium,50,No,No,No,Good,High,Stayed,,,
63247,18-24,19,Female,6-10 years,9,Technology,high,7076,Poor,High,Low,1,Yes,97,Bachelor’s Degree,Single,1,Entry,Small,14,No,No,No,Poor,Very High,Left,,,
13944,35-44,42,Female,10+  years,23,Finance,high,9677,Fair,Medium,Average,0,No,47,Bachelor’s Degree,Single,1,Entry,Small,45,No,No,No,Good,Medium,Left,,,
46597,18-24,23,Female,6-10 years,7,Technology,high,9542,Excellent,Medium,Average,0,No,87,PhD,Married,1,Senior,Medium,72,No,No,No,Good,Low,Stayed,,,
29511,25-34,32,Female,3-5 years,3,Technology,high,10927,Good,High,Average,2,No,70,High School,Single,5,Senior,Medium,75,No,No,No,Fair,Medium,Stayed,,,
60299,25-34,25,Male,3-5 years,5,Media,medium,5101,Good,Medium,High,0,No,94,Master’s Degree,Single,3,Entry,Medium,28,No,No,No,Fair,High,Left,,,
64193,35-44,41,Female,10+  years,28,Media,high,7077,Good,High,Below Average,3,No,57,High School,Single,1,Mid,Medium,101,Yes,No,No,Poor,Low,Stayed,,,
38404,35-44,43,Female,3-5 years,5,Education,medium,4061,Good,High,Low,2,Yes,8,Master’s Degree,Single,0,Mid,Medium,40,No,No,No,Poor,Low,Left,,,
38804,25-34,31,Male,3-5 years,5,Media,medium,5829,Good,High,Average,0,No,2,PhD,Married,1,Entry,Medium,59,No,No,No,Fair,Low,Stayed,,,
27631,35-44,43,Male,10+  years,31,Technology,high,8807,Excellent,Medium,Average,0,No,50,Bachelor’s Degree,Single,4,Senior,Medium,72,Yes,No,No,Poor,Medium,Stayed,,,
41467,35-44,39,Male,10+  years,15,Finance,high,10107,Fair,High,Average,0,Yes,46,Bachelor’s Degree,Single,0,Entry,Medium,45,No,No,No,Poor,Low,Left,,,
57148,35-44,35,Female,6-10 years,6,Finance,high,9475,Fair,High,Average,0,No,91,Bachelor’s Degree,Single,5,Entry,Medium,73,No,No,No,Poor,Low,Left,,,
48596,25-34,29,Female,3-5 years,4,Finance,high,10862,Fair,Low,Below Average,1,Yes,21,Master’s Degree,Single,4,Mid,Large,26,No,No,Yes,Excellent,Medium,Left,,,
70238,55+,58,Female,10+  years,13,Technology,high,9975,Good,Very High,Average,0,No,11,Bachelor’s Degree,Married,0,Entry,Medium,61,No,No,No,Fair,Low,Stayed,,,
23620,35-44,37,Male,3-5 years,5,Healthcare,high,7372,Fair,Very High,High,0,No,45,Bachelor’s Degree,Divorced,3,Mid,Small,80,Yes,Yes,No,Excellent,Medium,Stayed,,,
4049,35-44,36,Male,10+  years,17,Media,medium,6511,Fair,Very High,Average,0,No,19,Associate Degree,Divorced,1,Mid,Small,33,Yes,No,No,Fair,Low,Stayed,,,
10304,18-24,19,Female,3-5 years,4,Healthcare,high,8105,Good,Medium,Average,0,No,82,Associate Degree,Married,2,Senior,Medium,47,No,Yes,No,Good,Medium,Stayed,,,
26133,55+,59,Female,10+  years,21,Education,medium,5003,Excellent,High,Average,1,No,12,High School,Single,4,Entry,Medium,78,No,No,No,Poor,High,Left,,,
25972,55+,48,Female,10+  years,38,Finance,medium,6888,Fair,Medium,Average,2,No,1,High School,Divorced,2,Mid,Large,87,No,No,No,Good,Low,Left,,,
33535,55+,53,Male,10+  years,45,Healthcare,high,9174,Fair,Medium,Average,0,No,54,Bachelor’s Degree,Single,1,Mid,Small,109,No,No,No,Good,Medium,Left,,,
15976,18-24,21,Male,3-5 years,3,Healthcare,high,7133,Fair,Medium,Average,1,Yes,85,Associate Degree,Single,3,Mid,Medium,54,No,No,No,Good,Low,Left,,,
31266,35-44,43,Female,10+  years,29,Technology,high,8015,Fair,High,High,1,No,96,High School,Single,2,Entry,Medium,98,No,No,No,Excellent,Low,Left,,,
21724,55+,51,Female,10+  years,41,Healthcare,medium,6925,Fair,Medium,High,0,Yes,28,Associate Degree,Divorced,4,Mid,Medium,106,No,No,No,Poor,High,Left,,,
19640,25-34,31,Male,10+  years,16,Education,medium,4200,Good,Very High,Average,0,No,38,Bachelor’s Degree,Married,0,Senior,Medium,35,No,No,No,Good,Low,Stayed,,,
34565,35-44,38,Male,3-5 years,5,Media,high,7211,Fair,Very High,Below Average,2,Yes,56,Associate Degree,Married,1,Mid,Medium,82,No,No,No,Poor,High,Left,,,
12234,35-44,44,Male,10+  years,25,Finance,high,8017,Excellent,Medium,Average,0,No,13,Bachelor’s Degree,Married,0,Mid,Medium,45,Yes,No,No,Good,Low,Stayed,,,
10574,35-44,40,Male,0-2 years,2,Finance,high,8738,Poor,Medium,Average,0,No,70,Bachelor’s Degree,Married,0,Mid,Medium,4,No,No,No,Good,Medium,Left,,,
25710,35-44,41,Male,10+  years,31,Media,medium,6060,Excellent,High,Average,0,No,10,Master’s Degree,Single,1,Mid,Medium,52,Yes,No,No,Good,Low,Stayed,,,
34464,55+,57,Female,10+  years,13,Healthcare,high,7615,Good,Medium,High,1,Yes,64,Bachelor’s Degree,Married,2,Mid,Large,58,Yes,No,No,Fair,Low,Stayed,,,
39807,35-44,41,Male,0-2 years,1,Healthcare,high,8745,Fair,High,Average,2,No,71,High School,Married,1,Mid,Medium,43,Yes,Yes,Yes,Good,Medium,Stayed,,,
27233,18-24,19,Male,10+  years,11,Technology,high,11698,Good,Low,High,0,Yes,58,PhD,Married,0,Mid,Medium,12,No,No,No,Good,Low,Stayed,,,
26020,35-44,44,Male,10+  years,19,Technology,high,7969,Fair,High,Average,0,No,66,High School,Married,0,Mid,Small,65,Yes,No,No,Good,High,Stayed,,,
14305,18-24,19,Female,6-10 years,6,Healthcare,high,9542,Good,Very High,Average,2,No,33,Bachelor’s Degree,Single,1,Entry,Medium,57,No,No,No,Fair,Low,Left,,,
57236,55+,47,Female,10+  years,26,Healthcare,high,8478,Fair,Very High,Average,0,Yes,1,Bachelor’s Degree,Single,2,Mid,Small,44,No,No,Yes,Good,Low,Left,,,
52296,18-24,23,Male,3-5 years,3,Media,medium,5879,Fair,High,Average,0,No,92,PhD,Married,1,Mid,Medium,79,No,No,No,Poor,Low,Stayed,,,
61651,55+,52,Female,10+  years,34,Media,medium,6338,Poor,High,Average,0,Yes,1,Associate Degree,Single,3,Mid,Large,47,No,No,No,Good,Low,Left,,,
29790,25-34,34,Female,10+  years,12,Education,medium,5388,Excellent,High,Average,1,Yes,8,High School,Single,0,Mid,Large,15,Yes,No,No,Good,Low,Stayed,,,
72076,35-44,42,Female,10+  years,18,Finance,high,7777,Good,Very High,Average,0,Yes,2,Bachelor’s Degree,Single,6,Senior,Small,41,No,No,No,Good,Low,Stayed,,,
40547,25-34,30,Male,10+  years,19,Media,medium,5793,Good,Medium,Average,0,No,37,Associate Degree,Married,0,Mid,Small,54,Yes,No,No,Fair,High,Stayed,,,
932,55+,54,Female,10+  years,39,Technology,high,9869,Excellent,High,High,1,Yes,6,Associate Degree,Married,0,Senior,Medium,106,No,No,No,Good,High,Stayed,,,
31181,18-24,23,Male,0-2 years,1,Education,medium,3122,Good,Low,Average,2,Yes,25,Bachelor’s Degree,Married,4,Entry,Medium,38,No,No,No,Good,High,Left,,,
29065,25-34,26,Male,10+  years,13,Education,medium,3476,Fair,Medium,Average,0,No,43,High School,Married,0,Entry,Medium,68,No,No,No,Good,High,Left,,,
13672,55+,51,Female,6-10 years,10,Media,medium,6351,Fair,Very High,Below Average,1,No,14,Bachelor’s Degree,Single,3,Entry,Large,64,Yes,No,No,Excellent,Medium,Left,,,
28906,18-24,19,Male,6-10 years,6,Healthcare,high,8593,Good,Medium,Average,2,Yes,51,Bachelor’s Degree,Single,1,Entry,Large,17,No,No,No,Good,Medium,Left,,,
62096,25-34,28,Male,10+  years,16,Education,medium,6259,Good,High,Average,0,No,48,Associate Degree,Married,1,Senior,Large,90,Yes,No,No,Poor,Low,Stayed,,,
19275,55+,49,Female,10+  years,21,Education,medium,4138,Good,High,Average,2,Yes,10,High School,Married,0,Entry,Medium,87,No,No,No,Good,Medium,Stayed,,,
53763,35-44,40,Female,10+  years,15,Technology,high,9855,Poor,High,Average,1,Yes,80,Bachelor’s Degree,Divorced,3,Senior,Medium,19,No,No,No,Fair,Low,Stayed,,,
66511,55+,55,Male,10+  years,17,Healthcare,high,8074,Fair,Medium,Average,0,No,78,Associate Degree,Single,0,Mid,Medium,58,No,No,No,Good,Low,Left,,,
34938,18-24,20,Male,3-5 years,4,Healthcare,high,10421,Good,High,Average,0,No,79,Associate Degree,Married,1,Entry,Small,9,No,No,Yes,Fair,High,Stayed,,,
46297,25-34,27,Female,0-2 years,2,Finance,medium,5838,Fair,High,Average,2,No,10,Master’s Degree,Divorced,1,Entry,Medium,39,No,No,Yes,Poor,Low,Left,,,
34650,55+,48,Female,10+  years,22,Technology,high,9404,Poor,High,High,0,No,88,High School,Divorced,3,Mid,Large,84,No,No,No,Fair,Low,Left,,,
51363,25-34,25,Male,10+  years,15,Media,medium,6523,Excellent,Very High,Average,0,No,2,Master’s Degree,Married,2,Entry,Medium,69,No,No,No,Excellent,Medium,Left,,,
71009,35-44,44,Male,6-10 years,10,Technology,high,9420,Good,High,Below Average,2,No,39,Bachelor’s Degree,Single,1,Entry,Small,69,Yes,No,No,Good,Medium,Stayed,,,
32410,25-34,33,Female,10+  years,18,Media,medium,5559,Good,Very High,Below Average,2,No,48,Master’s Degree,Married,1,Entry,Small,29,No,No,No,Good,High,Left,,,
35497,25-34,25,Male,10+  years,11,Technology,high,8155,Excellent,Medium,Below Average,0,No,13,Bachelor’s Degree,Married,2,Senior,Small,61,No,No,No,Good,Low,Stayed,,,
55296,55+,50,Male,10+  years,15,Healthcare,high,8155,Fair,High,High,2,No,62,Master’s Degree,Single,0,Mid,Medium,29,No,No,No,Fair,High,Stayed,,,
32630,18-24,19,Male,3-5 years,5,Finance,medium,4306,Fair,Very High,Average,2,No,4,Bachelor’s Degree,Married,1,Mid,Small,7,No,No,No,Poor,Very High,Left,,,
67756,55+,46,Male,6-10 years,8,Finance,medium,4922,Poor,High,Average,3,Yes,91,Bachelor’s Degree,Married,2,Senior,Medium,74,No,No,No,Poor,High,Stayed,,,
17527,55+,55,Male,0-2 years,1,Media,medium,5820,Good,Very High,Average,0,No,87,Master’s Degree,Married,0,Mid,Medium,37,No,No,No,Good,Low,Stayed,,,
23434,55+,54,Female,10+  years,23,Finance,high,9376,Good,Medium,High,1,Yes,79,High School,Single,5,Senior,Large,73,Yes,No,No,Poor,Low,Stayed,,,
2606,18-24,18,Female,6-10 years,10,Technology,high,8923,Good,High,Low,1,No,4,Associate Degree,Married,1,Entry,Medium,79,No,No,No,Good,Low,Left,,,
28446,18-24,21,Female,6-10 years,6,Healthcare,high,7271,Fair,High,High,1,No,41,High School,Married,0,Entry,Medium,49,No,No,No,Good,Medium,Left,,,
54095,25-34,28,Female,6-10 years,8,Healthcare,medium,6465,Fair,High,Low,0,No,14,Bachelor’s Degree,Divorced,2,Entry,Medium,29,No,No,No,Fair,High,Left,,,
68356,55+,59,Male,10+  years,21,Technology,high,9686,Excellent,Low,Average,1,No,1,Associate Degree,Married,2,Entry,Small,37,Yes,No,Yes,Poor,Low,Stayed,,,
49111,25-34,30,Female,10+  years,20,Technology,high,9438,Good,Medium,Average,2,Yes,25,Bachelor’s Degree,Married,0,Entry,Medium,66,No,Yes,Yes,Good,Low,Left,,,
63855,55+,52,Male,10+  years,11,Healthcare,high,8759,Fair,Very High,Average,0,No,26,PhD,Married,0,Entry,Medium,69,No,No,No,Fair,Medium,Stayed,,,
4501,55+,58,Female,10+  years,14,Education,medium,4707,Good,Very High,Below Average,3,No,68,Associate Degree,Married,0,Mid,Small,75,No,No,No,Poor,Medium,Left,,,
51257,25-34,28,Female,10+  years,14,Education,medium,4439,Fair,High,Average,0,No,96,Bachelor’s Degree,Single,2,Entry,Medium,71,Yes,No,No,Fair,Medium,Left,,,
5368,35-44,40,Female,3-5 years,3,Education,medium,3987,Good,Very High,High,3,No,19,Associate Degree,Single,2,Mid,Medium,11,No,No,No,Good,Medium,Left,,,
71287,35-44,40,Female,10+  years,17,Healthcare,medium,6762,Good,High,Below Average,0,No,21,Associate Degree,Single,0,Entry,Medium,39,Yes,No,No,Good,Low,Left,,,
72190,25-34,33,Female,10+  years,23,Education,medium,4285,Good,High,Average,1,No,94,Bachelor’s Degree,Married,0,Entry,Medium,86,No,No,No,Poor,Low,Left,,,
60212,55+,57,Male,10+  years,11,Education,medium,3925,Good,Very High,Average,2,No,12,Master’s Degree,Single,1,Mid,Medium,39,No,No,No,Good,Very High,Left,,,
38081,55+,55,Male,6-10 years,10,Healthcare,high,8382,Poor,High,Below Average,0,No,56,High School,Single,0,Mid,Small,38,No,No,No,Good,Very High,Left,,,
59751,35-44,40,Female,10+  years,12,Education,medium,4989,Excellent,Low,Low,0,Yes,63,High School,Single,3,Entry,Large,31,No,No,Yes,Good,Medium,Left,,,
9790,25-34,30,Male,10+  years,18,Education,medium,4261,Poor,High,Average,0,No,17,Bachelor’s Degree,Married,3,Entry,Small,93,No,No,No,Good,High,Left,,,
22109,35-44,37,Male,10+  years,22,Healthcare,high,7652,Poor,High,Average,0,No,65,Associate Degree,Divorced,1,Entry,Medium,98,No,No,Yes,Fair,Medium,Left,,,
15119,35-44,41,Male,3-5 years,4,Finance,high,11863,Fair,Medium,Average,0,Yes,56,Master’s Degree,Married,0,Entry,Large,5,No,No,No,Good,High,Left,,,
53675,35-44,39,Male,0-2 years,2,Finance,medium,6034,Good,Medium,High,0,No,96,Master’s Degree,Single,6,Senior,Medium,27,No,No,No,Poor,Low,Stayed,,,
52609,18-24,23,Male,6-10 years,10,Technology,medium,6643,Poor,Very High,Low,0,Yes,63,High School,Single,2,Senior,Medium,84,No,No,No,Fair,High,Left,,,
25416,25-34,25,Female,6-10 years,7,Healthcare,high,7483,Fair,Medium,Average,0,No,18,Bachelor’s Degree,Single,1,Entry,Medium,67,No,No,No,Fair,Medium,Left,,,
68645,18-24,22,Female,3-5 years,4,Technology,high,9770,Good,Very High,Average,0,No,22,Bachelor’s Degree,Single,0,Senior,Medium,26,No,No,No,Good,Low,Stayed,,,
27292,25-34,34,Male,3-5 years,5,Healthcare,high,7824,Fair,High,High,2,Yes,98,High School,Single,2,Mid,Small,74,No,Yes,No,Fair,Low,Left,,,
55452,55+,56,Male,6-10 years,10,Technology,high,8931,Poor,High,Average,4,No,87,Associate Degree,Married,0,Entry,Medium,58,Yes,No,No,Good,High,Stayed,,,
46195,18-24,18,Male,3-5 years,4,Technology,high,7245,Excellent,Very High,High,1,No,17,Master’s Degree,Single,3,Mid,Small,41,No,No,No,Fair,Medium,Stayed,,,
34260,18-24,23,Male,6-10 years,7,Education,medium,4512,Excellent,Medium,Below Average,0,No,48,Bachelor’s Degree,Married,1,Mid,Medium,28,No,No,No,Good,Very High,Stayed,,,
31333,18-24,22,Male,3-5 years,5,Technology,high,10210,Good,High,Average,1,No,97,Bachelor’s Degree,Married,1,Senior,Medium,82,No,No,No,Good,Medium,Stayed,,,
59848,25-34,32,Female,10+  years,24,Education,medium,5173,Good,High,Low,0,No,21,Associate Degree,Single,2,Mid,Large,45,Yes,No,No,Poor,Medium,Stayed,,,
19219,55+,53,Female,10+  years,19,Healthcare,high,8887,Poor,Very High,Average,3,No,44,Associate Degree,Divorced,4,Mid,Medium,27,No,No,No,Good,Low,Left,,,
58768,25-34,26,Female,10+  years,11,Healthcare,high,8128,Fair,Medium,Average,0,Yes,80,Master’s Degree,Married,1,Mid,Medium,12,No,No,No,Excellent,High,Left,,,
2146,35-44,38,Female,10+  years,24,Technology,high,10073,Good,High,Average,2,Yes,71,Bachelor’s Degree,Married,4,Entry,Small,64,Yes,No,No,Good,Medium,Stayed,,,
18480,55+,53,Male,0-2 years,1,Technology,high,9247,Fair,Very High,Low,0,Yes,42,Associate Degree,Divorced,0,Entry,Small,7,No,No,No,Good,High,Left,,,
13946,55+,51,Male,10+  years,21,Finance,high,11825,Good,High,Below Average,2,No,67,Associate Degree,Married,4,Mid,Medium,45,No,No,Yes,Good,Medium,Stayed,,,
40320,55+,55,Female,10+  years,17,Finance,high,9169,Fair,High,Average,2,No,62,Master’s Degree,Single,2,Entry,Medium,94,Yes,Yes,Yes,Good,Low,Left,,,
21852,25-34,33,Male,10+  years,18,Healthcare,high,8550,Good,Very High,High,2,No,92,Associate Degree,Divorced,2,Mid,Large,67,No,No,No,Poor,High,Left,,,
41437,35-44,44,Female,3-5 years,5,Media,medium,6049,Good,Very High,Average,0,Yes,69,High School,Divorced,2,Mid,Medium,74,No,No,No,Poor,High,Left,,,
25125,35-44,39,Female,10+  years,29,Healthcare,high,7548,Fair,High,High,0,No,28,Bachelor’s Degree,Single,1,Entry,Small,80,No,No,No,Excellent,High,Left,,,
11717,55+,50,Male,10+  years,21,Media,medium,5744,Excellent,Medium,Average,0,No,22,Associate Degree,Divorced,2,Entry,Medium,46,No,No,Yes,Fair,High,Left,,,
23270,25-34,26,Female,10+  years,17,Media,medium,5125,Fair,Medium,Average,0,No,4,Associate Degree,Married,5,Entry,Large,79,No,No,No,Fair,Low,Stayed,,,
60678,35-44,38,Male,10+  years,27,Finance,high,10709,Good,Low,Below Average,0,No,7,Bachelor’s Degree,Married,6,Senior,Medium,36,No,No,No,Good,High,Stayed,,,
49419,35-44,36,Male,3-5 years,5,Finance,high,7290,Good,High,Below Average,2,No,43,Bachelor’s Degree,Married,1,Mid,Medium,51,No,No,Yes,Good,Low,Left,,,
42122,35-44,40,Male,3-5 years,5,Media,medium,5371,Poor,Very High,Average,1,No,10,Bachelor’s Degree,Divorced,4,Senior,Small,35,No,Yes,No,Fair,Low,Stayed,,,
2315,25-34,28,Male,10+  years,15,Healthcare,high,7129,Poor,Medium,Average,1,No,24,Bachelor’s Degree,Divorced,0,Entry,Medium,81,No,No,No,Good,Medium,Left,,,
44762,55+,47,Male,6-10 years,10,Finance,high,8570,Good,Medium,Below Average,0,Yes,4,Bachelor’s Degree,Married,2,Mid,Large,33,Yes,No,Yes,Fair,Low,Stayed,,,
72604,55+,45,Male,10+  years,37,Healthcare,medium,6890,Fair,High,Average,0,Yes,29,High School,Single,1,Mid,Medium,74,No,No,Yes,Poor,Low,Stayed,,,
19664,55+,51,Male,10+  years,28,Education,medium,6871,Good,High,Average,1,No,94,High School,Single,0,Mid,Medium,52,No,No,No,Good,Low,Left,,,
13864,25-34,34,Male,10+  years,13,Healthcare,high,8143,Good,Very High,High,0,No,47,Bachelor’s Degree,Single,0,Senior,Small,16,Yes,No,No,Good,High,Stayed,,,
4169,55+,53,Female,6-10 years,9,Finance,medium,6706,Excellent,High,Average,0,Yes,92,Associate Degree,Single,2,Entry,Small,19,Yes,No,No,Good,Medium,Left,,,
63517,55+,51,Female,0-2 years,2,Media,medium,6848,Fair,High,Average,0,No,40,Associate Degree,Divorced,3,Entry,Medium,10,No,No,Yes,Good,Medium,Left,,,
43876,25-34,27,Female,6-10 years,7,Technology,high,7967,Excellent,Medium,Average,0,Yes,88,High School,Married,4,Mid,Small,66,No,Yes,No,Good,High,Left,,,
9977,55+,55,Female,10+  years,37,Healthcare,high,8643,Fair,High,Average,0,No,94,Associate Degree,Single,4,Entry,Small,112,No,No,Yes,Poor,Low,Left,,,
2234,25-34,29,Female,3-5 years,5,Education,medium,5736,Poor,Medium,Average,0,No,33,Bachelor’s Degree,Single,3,Mid,Small,15,No,No,No,Fair,Low,Left,,,
21791,55+,58,Male,10+  years,13,Media,medium,6571,Fair,High,High,2,No,72,Master’s Degree,Married,2,Entry,Medium,53,No,No,No,Fair,High,Left,,,
29510,35-44,40,Male,3-5 years,5,Healthcare,high,8241,Poor,Very High,Low,2,Yes,49,High School,Single,3,Mid,Small,58,No,No,No,Fair,Very High,Left,,,
64253,25-34,30,Male,6-10 years,6,Education,medium,4257,Fair,High,Average,0,No,34,High School,Married,1,Mid,Small,74,No,No,No,Poor,High,Stayed,,,
33682,55+,54,Female,10+  years,46,Healthcare,high,7553,Fair,Medium,Below Average,0,No,89,High School,Single,0,Senior,Medium,54,No,No,No,Fair,Low,Left,,,
31199,25-34,33,Male,10+  years,21,Technology,high,8874,Excellent,Medium,Average,2,Yes,54,Bachelor’s Degree,Married,1,Senior,Small,81,No,No,Yes,Poor,Low,Stayed,,,
25768,25-34,25,Male,10+  years,13,Education,medium,4065,Excellent,Medium,High,4,Yes,68,Master’s Degree,Married,0,Mid,Medium,87,No,No,Yes,Good,Medium,Stayed,,,
33049,35-44,37,Male,10+  years,16,Technology,high,8424,Good,High,Average,0,No,97,High School,Divorced,3,Entry,Medium,53,No,No,No,Good,High,Stayed,,,
65967,25-34,33,Male,10+  years,24,Technology,high,10694,Excellent,Very High,Average,0,No,37,Bachelor’s Degree,Married,3,Mid,Medium,85,No,No,Yes,Excellent,Medium,Stayed,,,
65037,35-44,36,Female,10+  years,22,Finance,high,7491,Poor,High,Average,1,No,19,High School,Single,1,Mid,Large,88,No,No,No,Poor,High,Left,,,
3084,18-24,19,Male,10+  years,11,Finance,high,7025,Good,High,Below Average,0,No,3,Associate Degree,Single,1,Mid,Medium,14,No,No,No,Fair,Medium,Left,,,
73242,18-24,23,Female,6-10 years,8,Finance,medium,5179,Fair,High,Average,0,No,81,Bachelor’s Degree,Married,0,Entry,Medium,28,No,No,No,Poor,Very High,Left,,,
71828,55+,48,Male,10+  years,23,Finance,high,7578,Poor,Very High,Average,3,No,67,Associate Degree,Married,3,Entry,Small,66,No,Yes,No,Good,Medium,Left,,,
50739,25-34,32,Female,10+  years,16,Technology,high,7976,Good,High,Average,1,Yes,30,Associate Degree,Divorced,2,Entry,Medium,71,Yes,No,Yes,Good,Medium,Stayed,,,
55705,55+,52,Female,6-10 years,10,Media,medium,6801,Fair,Medium,Average,1,Yes,54,Bachelor’s Degree,Married,5,Mid,Medium,88,No,No,No,Good,Medium,Stayed,,,
68192,35-44,37,Male,6-10 years,10,Healthcare,high,8166,Excellent,High,High,0,No,93,Associate Degree,Single,1,Mid,Small,28,No,No,No,Poor,Low,Stayed,,,
41583,18-24,20,Male,0-2 years,2,Finance,high,9122,Fair,Very High,Average,0,No,13,Associate Degree,Married,1,Entry,Small,8,No,Yes,Yes,Excellent,Medium,Left,,,
57417,25-34,30,Male,10+  years,14,Healthcare,high,7918,Good,Medium,Average,0,No,61,Bachelor’s Degree,Single,1,Senior,Small,40,Yes,No,No,Fair,High,Stayed,,,
21213,55+,54,Male,10+  years,30,Technology,high,8575,Fair,High,Low,1,No,70,Master’s Degree,Single,1,Mid,Small,109,No,No,No,Good,Low,Left,,,
53881,55+,53,Female,10+  years,42,Finance,high,7645,Excellent,High,Low,0,Yes,92,High School,Single,2,Entry,Large,71,No,No,No,Poor,Low,Left,,,
72891,35-44,38,Male,10+  years,22,Technology,high,8785,Excellent,High,Average,0,Yes,93,Associate Degree,Divorced,4,Mid,Small,96,No,No,No,Good,Low,Stayed,,,
59061,35-44,36,Male,10+  years,20,Education,medium,3206,Excellent,High,Average,1,No,3,Associate Degree,Married,0,Senior,Large,50,No,No,No,Excellent,Very High,Stayed,,,
